,A,B,C,D
115,0.3776189612728955,0.049016950453400265,0.9831333330735078,0.9702359754134753
116,0.8816223420706484,0.5759402152916856,0.18078519577868213,0.5166964242096803
117,0.37012913452779683,0.4624098218310446,0.6271281100855319,0.22289875758738298
118,0.7932338990293525,0.8904726595710911,0.03761464505585821,0.7739268527742136
119,0.7045612901097847,0.18980629126816873,0.43341057402873695,0.20947449017302844
120,0.9082601209641182,0.07595214666851224,0.10841768764159199,0.5256465662038399
121,0.9080702464208685,0.8739065145741993,0.8616764928370303,0.5578843142299424
122,0.5905441169768059,0.08061930525148653,0.32957958789689046,0.6387112994768666
123,0.9737879571844362,0.4691072960521814,0.941895638772846,0.7251715167268376
124,0.9126711002371131,0.080505147492965,0.11768891202612253,0.6193581508842544
125,0.45221307375015707,0.013887522447160627,0.19865580052438803,0.2855372597602279
126,0.0034178909821340753,0.2326180493797353,0.8911320586987235,0.9548806766038994
127,0.5477376405034978,0.11385545832549315,0.6714806854185028,0.9637918341808297
128,0.35066361254881784,0.41511858211338437,0.2710825250144614,0.5479624033845566
129,0.972291748077907,0.7809980106358527,0.2799360922488767,0.11346319947191486
130,0.2419873690214327,0.7304812668405257,0.29375232212718216,0.841834883165913
131,0.516652589358349,0.006209922180157146,0.17074833561558012,0.5744911457706648
132,0.212849678713815,0.7218955424710556,0.5800387196053628,0.6412999621139491
133,0.8338738778431749,0.5826761087781533,0.1511557461570382,0.6300620165781039
134,0.5083762004976828,0.12229885779877026,0.5195194774672984,0.5628744098853381
135,0.1876215428445822,0.3508465016608662,0.4225003510858353,0.4583333771606991
136,0.471359371593566,0.6535017179245214,0.2635254834367219,0.5869021026779973
137,0.6900933481362093,0.26636385362101767,0.1958333652966705,0.646429926774602
138,0.8872421828474525,0.7001727051309694,0.15320702522952823,0.8364133491088346
139,0.2818434705055237,0.8081898795891964,0.1112712937006104,0.177024254779926
140,0.3994436369950435,0.2782301353572476,0.7514375154616991,0.6789866304738845
141,0.9959143875264408,0.8737663111636441,0.7618028100636447,0.8926189066500535
142,0.9180340670303746,0.7376037491265928,0.3014704176669478,0.9015804396827116
143,0.13496337771623368,0.28692498496116003,0.8019857249082363,0.02112519256559875
144,0.8971174301185465,0.35570994843191617,0.4258385705102681,0.8898404817492989
145,0.5871718033578308,0.5701746635023444,0.9878705773014371,0.11608356649553542
146,0.8087468799684052,0.9708587578983421,0.05212516571454595,0.15835599421957947
147,0.7350140568487031,0.22709271662432728,0.5964595961672111,0.9433664280037223
148,0.056647228939002425,0.5122878637533714,0.7943777107110828,0.37680137593021434
149,0.7322214183140731,0.9587017372756819,0.9958439528623588,0.0894566221742803
150,0.43355344621096903,0.28441813690397466,0.7274392183101867,0.9940107930117918
151,0.6174912336181301,0.8672274933173738,0.6075060987724253,0.9601692550602557
152,0.6735316012857651,0.8727524627527946,0.826316645266753,0.42133869405547575
153,0.771617056046756,0.9462081763737962,0.31968175686339984,0.49616936743010176
154,0.29058996081233424,0.6138197802386336,0.6807010980203622,0.5681769876292151
155,0.05505322953283098,0.9677584210360475,0.024642343329980054,0.4159115544133568
156,0.487231947284103,0.3373229204644548,0.42723271049003475,0.3131921291148885
157,0.9221312761383964,0.9108547942439346,0.07945965082639783,0.3094180082864687
158,0.6124909203500194,0.715661244304056,0.8284148166633006,0.7883391849639176
159,0.21273480064003547,0.48700184856656303,0.8451301268326066,0.40151252578570895
160,0.21292690937696857,0.3118386692685977,0.469863375805593,0.6749501517271316
161,0.5878371290598813,0.1627248790839949,0.7604404525169657,0.6998506962468335
162,0.2634633762310894,0.46711924424423024,0.6433551663130915,0.37546830126105746
163,0.3627701703941837,0.1696826284593782,0.3942806913669038,0.21656719095195043
164,0.29672602607475007,0.5268218945717206,0.5894357990086784,0.5827188235800008
165,0.44519588393726106,0.9725440780685503,0.7014784781224056,0.8931773044392592
166,0.14683804842087156,0.09265721774553759,0.4208055750559514,0.9957212072631701
167,0.6821078745694104,0.9408048632617712,0.9955996945224239,0.1292758782449558
168,0.8284247910757938,0.3528976357565228,0.3992751988490453,0.5447139915445919
169,0.6436784006227199,0.32286656912395195,0.30561387919855865,0.08517870174529596
170,0.36428791491831947,0.7007174384528463,0.5122860601298416,0.6903316984553131
171,0.9542131726376593,0.47715575948387856,0.5404012560963684,0.2435840042180356
172,0.33193576338262554,0.7190400054803755,0.7545665834459041,0.04951867798715415
173,0.5820668486784981,0.6669253749709474,0.3726237836836769,0.062297280959139556
174,0.21675759317578214,0.8538308197051155,0.4609863882864814,0.8899802473299894
175,0.5093032684641063,0.8679723821384223,0.3538812801954807,0.3029034178260017
176,0.8941856787167931,0.8488713736471533,0.6894756045252108,0.20085656170112243
177,0.8075056865040952,0.5648674539539953,0.891844539013959,0.5724637553744579
178,0.89916569985049,0.02458686320332726,0.8286945425278432,0.3073529367993312
179,0.7836916641918582,0.49908363801259226,0.7720077753155884,0.02036277144337939
180,0.2248139410739861,0.5512508886168308,0.6976701545867203,0.778546480739937
181,0.8927465788328242,0.367028670584441,0.048060014640141535,0.8019565560358008
182,0.37290541380559294,0.9234106870101997,0.1275138765218352,0.803130153374577
183,0.6724820881508721,0.8387078476474712,0.8801284537109354,0.34142066663862125
184,0.04979647629946593,0.7860365479044568,0.9993108158706605,0.6076802234662055
185,0.5627287365907179,0.544893973675865,0.9478574389991403,0.58862905159146
186,0.43290068333511134,0.36514693435349743,0.7380973870942505,0.05468501836503925
187,0.8697388218630744,0.9426531594206139,0.1411772141055082,0.7619060985864012
188,0.6621161985779415,0.1930387130450527,0.13945951606342344,0.2722215043762145
189,0.16303418068123,0.5554972572687841,0.12332673940708971,0.9961448887731571
190,0.8919908951470547,0.8267116531825436,0.25670965931713263,0.01650337491457221
191,0.4914542236272553,0.8711219952953698,0.7968152396384239,0.6330768266574727
192,0.7661519348522962,0.7814191944430915,0.9576621307441393,0.6100458015928819
193,0.4749439881920112,0.4645789776122302,0.7300975239341229,0.8416600172442058
194,0.5603229783920347,0.432658294640733,0.8046268084031398,0.049773163058897785
195,0.5901587791320717,0.12658564950701645,0.5030216495161669,0.7689488218542005
196,0.286383917305848,0.6439006172282333,0.7847622304520817,0.03285510691791382
197,0.37679177750975656,0.8287640511029905,0.27470368991097893,0.669969973865337
198,0.2503590485405034,0.9449669623258076,0.019098539604066156,0.7126763718427093
199,0.5810826106449393,0.905894123841999,0.42796229320826706,0.6040116763024859
200,0.7316838200459627,0.753995373322873,0.39833760541933594,0.5732230552947749
201,0.28808838319749497,0.8249757935810719,0.7097445781960404,0.2774316646012229
202,0.6128852593688375,0.3941412404820943,0.8232646051404293,0.3870438988486945
203,0.30793416409082486,0.0317610968023202,0.8656848896748679,0.33987924551992
204,0.5538814826453774,0.2213072254680405,0.3247307890067127,0.9007808013397447
205,0.5936345996955124,0.5377307075967915,0.34819729438771496,0.6855838247969935
206,0.5726688907158747,0.4101414810008298,0.11686176331642661,0.7330379508847796
207,0.6705508881308135,0.3653521454532427,0.8494108213231543,0.48071257905962517
208,0.14920601746206175,0.5644972540834847,0.22625804015494388,0.5723690077408589
209,0.5943779846700165,0.129408193270115,0.09951518024779571,0.7411588912031635
210,0.5943459015274293,0.16789951387293822,0.9876005179661166,0.9412915683279395
211,0.12073436531700954,0.32965410245047166,0.795393349441445,0.39774196907896164
212,0.9433514487250875,0.8465708290893796,0.4192928794189431,0.07357142412401996
213,0.7493047122797638,0.9044636313719528,0.6364854371373537,0.025007093224600596
214,0.9590489755380867,0.7024740675927672,0.534157127448156,0.6252083796112204
215,0.15484630963991386,0.5360021232422919,0.19076661756130575,0.5196879524734056
216,0.8877578721778948,0.9672437804185968,0.7034770509074084,0.6778706891924847
217,0.8007263084250545,0.5003332785505307,0.39940529798083335,0.2820261877883734
218,0.2762790563073053,0.3927379279968348,0.5822735259945607,0.056662360807556156
219,0.6328138133243695,0.41449021948876597,0.3511665681445275,0.6278531305723372
220,0.03586193664605286,0.4955923639350257,0.09358503891643111,0.8336394155264306
221,0.6170303785940207,0.7844332561705928,0.8941558765046388,0.644425618041978
222,0.778859131875046,0.34095545451236275,0.8692723596821721,0.0783935759124601
223,0.4592745168183473,0.49147263093525717,0.5191940225457407,0.049386486841895616
224,0.5809155505291075,0.20462848787318277,0.4337229537801267,0.59178889599945
225,0.35314023300325537,0.551451820536029,0.08293094710583904,0.21837466595120614
226,0.19514874836859553,0.4210141048813024,0.7176567183716979,0.662418511163847
227,0.12634581255967436,0.03453948627510406,0.7154038132309061,0.27724387230149683
228,0.5593766231362208,0.19339500127920395,0.6209524122165,0.9735129315183064
229,0.9917210287507177,0.8882255447061604,0.30356224996837833,0.29017113448492493
230,0.520571183300968,0.9572881794390231,0.06573544251588537,0.18361001801238952
231,0.5876459542553454,0.6444188732298034,0.6004562203937165,0.13325290562226288
232,0.15814723443187773,0.3050010358900127,0.6878305567081956,0.8475468455490025
233,0.49566613641995005,0.31681210206208876,0.27765579295943843,0.2793329167664459
234,0.9470693540567765,0.7595885585486987,0.8344695454463611,0.13668553277514228
235,0.5759494099431124,0.9218553160182742,0.2695067678184918,0.7837677662429775
236,0.8369572824110849,0.021555233444029986,0.09416727023244575,0.2244212854111597
237,0.6946003753759615,0.9265112244909949,0.17736744187582387,0.7485022569044216
238,0.6636923155377275,0.7609973779248862,0.9594473229039244,0.8577503137740748
239,0.6060309765577664,0.20934202459003926,0.4830684382728375,0.7313299620865392
240,0.9829168147932388,0.1891869095758303,0.10768002631571338,0.6694658993711421
241,0.290428822583524,0.07474882087505219,0.47100842465206694,0.6532786662017004
242,0.40911711332706513,0.06348260993187527,0.12108776082881711,0.8432842852445711
243,0.9514233178066742,0.4841217656042297,0.3667373645735592,0.18937143102069687
244,0.8264020319409952,0.8312753140027144,0.9564352469396379,0.1526441749869728
245,0.12471231146213535,0.6883420432638553,0.5053707199204617,0.8658722120719081
246,0.5190399790366079,0.5927021239007726,0.08777070908066886,0.6198195643598425
247,0.5807136716268887,0.6089124271658777,0.5608774775808525,0.8741836916751857
248,0.8273492827581538,0.7689579862279394,0.4452392845410905,0.2996574501301795
249,0.7583440213192214,0.9132118054384989,0.5060061894515206,0.3317239821465967
250,0.8434265217421092,0.8694854693296281,0.5713902194658571,0.44031045914474487
251,0.5757088239432381,0.30650596627377924,0.8810829432655968,0.5030571728160211
252,0.7483895357650644,0.739399044007053,0.45162708059555956,0.5139518941915164
253,0.38568560510987815,0.6696345041485927,0.7810422963074279,0.8763425563135543
254,0.6018392334896554,0.4887727507225492,0.5386654678099585,0.18944705511868054
255,0.3946449059980568,0.24588085500369328,0.7217294766486488,0.712635758497948
256,0.2780385320150843,0.27141333003179724,0.10333724763499219,0.5174843995627917
257,0.4136804151555843,0.12796469572546176,0.33412972364403626,0.3597349070524478
258,0.617182001527692,0.016064971261143368,0.12933915556284414,0.30741791384860473
259,0.035436179985017136,0.006587152275605024,0.7562357284861226,0.50165818111817
260,0.8496453295794225,0.6191912897881598,0.6648985578727998,0.9771184671522963
261,0.9187394628591358,0.37010069413678004,0.11015392897944454,0.6825282545461685
262,0.3562215249699209,0.0009796450492620679,0.7857510073603439,0.7844506402993332
263,0.8782823838371927,0.7998641093887968,0.17452488294770907,0.06102539895551051
264,0.5027852709799754,0.5212039416964988,0.8675642394971335,0.3382788053534721
265,0.012124121986154535,0.8609549105573117,0.756558324730986,0.18278809222099013
266,0.6510445763962512,0.7133511239982413,0.32992268970765815,0.01025266175212125
267,0.3884380666575554,0.3229803933194606,0.5481178292192546,0.7965790552887054
268,0.6769574275800969,0.8196051985915376,0.1522425606996325,0.4671017014937333
269,0.31790891501728646,0.4773354713425514,0.19596733850266024,0.04908182046471998
270,0.37196814631290376,0.6613736460500808,0.12889999993819168,0.5905948548573865
271,0.8917557407585637,0.1548190729957447,0.34431806711045476,0.9033362030783914
272,0.7741682256684146,0.24606748741755324,0.20682664733670164,0.4304512390407026
273,0.9101682338743315,0.4718389934282353,0.033660167671836105,0.4976954012008503
274,0.7227762738226593,0.5983324977119382,0.674995897557029,0.6521605592903083
275,0.6402822210798573,0.21443231579503463,0.7124179906145449,0.754206733943454
276,0.33039457215040335,0.09541529814997862,0.005036706958875148,0.5860802132753192
277,0.26107160983490496,0.4986361905886698,0.2167169273141305,0.5593302882788833
278,0.2672353607406375,0.7344264391094785,0.14550351758214708,0.040059017060072866
279,0.4278147563955751,0.35353502465460473,0.8356738800077717,0.717557725085936
280,0.22853394037345354,0.40040091736554284,0.6839868882165405,0.5602058731063739
281,0.9008829699578823,0.10452616570708095,0.589588339358812,0.8531782473407717
282,0.242587156032953,0.3750305554033311,0.8963839044105312,0.8610311767123962
283,0.0728467686457076,0.5054347127808669,0.8030494708858826,0.5806903164956868
284,0.19193084803695393,0.06362769928310674,0.03978586411244589,0.09910405237253306
285,0.42195875911093195,0.5023910135181835,0.5192136691876269,0.5099824569265823
286,0.020433500450660613,0.11682909153236976,0.09427237099616304,0.9755296120050979
287,0.8165503905301416,0.7818952248534885,0.8095111991103493,0.8676641449704515
288,0.839253998663634,0.5687396103027622,0.4309244612700257,0.44917228358643235
289,0.6971785492952974,0.09683108819015263,0.9489925642779589,0.6823484764667449
290,0.4279963979230612,0.09195063920495783,0.8839348302645953,0.13940070698570062
291,0.035447946210701575,0.08546534650812421,0.012097399739509185,0.8016762574743003
292,0.47114381630660984,0.6280109782792648,0.37857936947902415,0.44137431841773667
293,0.9138747388694797,0.4351592525491893,0.36256209374381254,0.09859973010211331
294,0.04672513959239999,0.8031306544776422,0.48291435194165,0.7587289727853758
295,0.39113734448244075,0.6550827983205533,0.18528543860586755,0.5543343745729093
296,0.21186567020195513,0.5912944962467321,0.23235918974899983,0.8794968191080068
297,0.8625570262259039,0.11201128567566188,0.056275272734825466,0.38717631437108513
298,0.7188684727894477,0.8983399311605386,0.3318565020258347,0.5268925382690416
299,0.6442068108454645,0.8518490260125785,0.3000082522160198,0.8571696116701162
300,0.5184068095466895,0.7443014377272444,0.7793814804547157,0.4142724829656731
301,0.7335525234207412,0.6428990574186414,0.20560113327529217,0.7605794010319369
302,0.5684730616916481,0.5018922150177667,0.7503083974179189,0.24678760263567912
303,0.9286443442910137,0.9532440064943151,0.8701093821199091,0.27823699544300085
304,0.2062592074205407,0.12220202044009609,0.9384791394585162,0.8816609245121686
305,0.43972256457584025,0.9669560958995345,0.7674087659970069,0.6106920828865328
306,0.12074581948084195,0.7740301416709979,0.2961564555762761,0.014794727950918518
307,0.1036254730160947,0.4365396602688316,0.10887357433105249,0.6183046964644019
308,0.43169748499668303,0.8606205503152985,0.6990234145367613,0.34078658089101277
309,0.03383554866743321,0.7269625419615044,0.27505189662374674,0.57773401028657
310,0.7968431608642056,0.020775999501461806,0.8385584228110624,0.18407971256267652
311,0.9202111401016662,0.056675525038918706,0.7226224103162926,0.7185435420036683
312,0.9124652250492431,0.17451851953643183,0.9744540779656077,0.6753182241423905
313,0.20038681935684455,0.4662121015219812,0.44058185354049084,0.13250952519711046
314,0.16604815258471284,0.9062388828011881,0.9312134771202621,0.7068204662604773
315,0.43541823875630636,0.2306509041503414,0.35760300269086154,0.5379060313027121
316,0.2751660225204511,0.39834870478736806,0.2814843224838095,0.8384887566230581
317,0.31831656441951983,0.3913379098693299,0.3274953549112032,0.7427980481689417
318,0.11183794918578449,0.1275410184916388,0.14771198880657244,0.9342783169551766
319,0.14337354814157632,0.4932016497115691,0.4478621760583844,0.025273756723416252
320,0.5494184640064987,0.19350109493790713,0.21252337292298018,0.34764666359014706
321,0.007610927948316193,0.471713063035216,0.12771678915170104,0.37992761496911764
322,0.043236899106958604,0.366393053902354,0.5613143658937657,0.8948443360813815
323,0.6737085079172164,0.4961434677328109,0.656986682736344,0.5014605308464556
324,0.10100841109431824,0.9142863324702402,0.663491361489606,0.4335732004541547
325,0.357737240712803,0.6539636104093516,0.7706202243876642,0.3656491425327052
326,0.667290045151757,0.17405614874148623,0.3205969816733375,0.6932870689094459
327,0.8754569701823476,0.5905093747268758,0.05157948898054632,0.36076168928917374
328,0.5286849008088751,0.1890452574982444,0.2715993552977155,0.24797852658052022
329,0.3164946447408028,0.13468982377200178,0.934365939753705,0.18189819249206696
330,0.12495635358434098,0.9469154913979334,0.35869124589479495,0.4042550773555652
331,0.05369175740705756,0.7834670549186796,0.3586648660558941,0.3808791912059386
332,0.2622417494270364,0.36841455777880505,0.8930859992307648,0.6358431267406767
333,0.7146255392821638,0.8561228939741464,0.5179564346199709,0.8167332681038761
334,0.08726507384146498,0.7173962946071003,0.9799248941820964,0.5973975292734828
335,0.4532592844579171,0.2673720238043935,0.47166475912384787,0.09952680346222709
336,0.27072877996318734,0.43064557311167795,0.02958976300834304,0.4671343694178932
337,0.19517076747255913,0.6280333679782898,0.7687732283786125,0.6488579384240758
338,0.38634935484561006,0.19881351803636182,0.16424476574882685,0.3080453994085831
339,0.6072202906913771,0.9988461255119521,0.5044028860626231,0.6689670374760395
340,0.7735078661412855,0.8310215919614445,0.5733550366038658,0.9060021123346598
